rank,name,artist,year,pop_artist,artist_followers,available_market,pop_track,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,lyrics
8,When I Was Your Man,Bruno Mars,2013,90.0,33350974.0,160.0,81.0,0.932,0.612,213827.0,0.28,0.0,0.088,-8.648,0.0434,72.795,4.0,0.387,"Same bed but it feels just a little bit bigger now Our song on the radio but it don't sound the same When our friends talk about you, all it does is just tear me down 'Cause my heart breaks a little when I hear your name  It all just sounds like oooooh ooh Mmm, too young, too dumb to realize  That I should have bought you flowers And held your hand Should have gave you all my hours When I had the chance Take you to every party 'Cause all you wanted to do was dance Now my baby's dancing But she's dancing with another man  My pride, my ego, my needs, and my selfish ways Caused a good, strong woman like you to walk out my life Now I'll never, never get to clean up the mess I made oh And it haunts me every time I close my eyes It all just sounds like oooooh ooh Mmm, too young, too dumb to realize  That I should have bought you flowers And held your hand Should have gave you all my hours When I had the chance Take you to every party 'Cause all you wanted to do was dance Now my baby's dancing But she's dancing with another man  Although it hurts I'll be the first to say that I was wrong Oh, I know I'm probably much too late To try and apologize for my mistakes But I just want you to know  I hope he buys you flowers I hope he holds your hand Give you all his hours When he has the chance Take you to every party 'Cause I remember how much you loved to dance Do all the things I should have done When I was your man Do all the things I should have done When I was your man"
9,Cruise,Florida Georgia Line featuring Nelly,2013,80.0,4461420.0,5.0,72.0,0.0191,0.457,208960.0,0.948,0.0,0.0536,-3.364,0.0354,148.0,4.0,0.878,"Baby, you a song You make me wanna roll my windows down and cruise Hey baby  Yeah, when I first saw that bikini top on her She’s poppin' right out of the South Georgia water Thought, ""Oh, good lord, she had them long tanned legs"" Couldn't help myself, so I walked up and said  Baby, you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you In this brand new Chevy with a lift kit Would look a hell of a lot better with you up in it So baby, you a song You make me wanna roll my windows down and cruise  She was sippin' on Southern and singin' Marshall Tucker We were fallin' in love in the sweet heart of summer She hopped right up into the cab of my truck and said ""Fire it up, let's go get this thing stuck"" Baby, you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you In this brand new Chevy with a lift kit Would look a hell of a lot better with you up in it So baby, you a song You make me wanna roll my windows down and cruise  When that summer sun fell to its knees I looked at her and she looked at me And I turned on those KC lights and drove all night Because it felt so right, her and I, man, we felt so right  I put it in park and grabbed my guitar And strummed a couple chords And sang from the heart Girl, you sure got the beat in my chest bumpin' Hell, I can't get you out of my head  Baby, you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you Baby, you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you In this brand new Chevy with a lift kit Would look a hell of a lot better with you up in it Come on So baby, you a song You make me wanna roll my windows down and cruise  Come on, girl Get those windows down and cruise Aww, yeah"
10,Roar,Katy Perry,2013,85.0,19163136.0,173.0,73.0,0.00487,0.554,223546.0,0.772,6.6e-06,0.354,-4.821,0.0418,179.984,4.0,0.455,"I used to bite my tongue and hold my breath Scared to rock the boat and make a mess So I sat quietly, agreed politely I guess that I forgot I had a choice I let you push me past the breaking point I stood for nothing, so I fell for everything  You held me down, but I got up Hey Already brushing off the dust You hear my voice, your hear that sound Like thunder, gonna shake the ground You held me down, but I got up Hey Get ready cause I had enough I see it all, I see it now I got the eye of the tiger, a fighter Dancing through the fire 'Cause I am a champion, and you’re gonna hear me roar Louder, louder than a lion 'Cause I am a champion, and you’re gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You’re gonna hear me roar Now I’m floating like a butterfly Stinging like a bee, I earned my stripes I went from zero, to my own hero  You held me down, but I got up Hey Already brushing off the dust You hear my voice, you hear that sound Like thunder, gonna shake the ground You held me down, but I got up Got up Get ready 'cause I've had enough I see it all, I see it now  I got the eye of the tiger, a fighter Dancing through the fire 'Cause I am a champion, and you’re gonna hear me roar Louder, louder than a lion 'Cause I am a champion, and you’re gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You’re gonna hear me roar Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You'll hear me roar Oh oh oh oh oh oh oh You’re gonna hear me roar Roar, roar, roar, roar, roar  I got the eye of the tiger, a fighter Dancing through the fire 'Cause I am a champion, and you’re gonna hear me roar Oh, louder, louder than a lion 'Cause I am a champion, and you’re gonna hear me roar  Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh Yeah You’re gonna hear me roar Oh oh oh oh oh oh oh Oh oh oh oh oh oh oh You'll hear me roar Oh oh oh oh oh oh oh You’re gonna hear me roar"
11,Locked Out of Heaven,Bruno Mars,2013,90.0,33350974.0,160.0,82.0,0.049,0.726,233478.0,0.698,0.0,0.309,-4.165,0.0431,143.994,4.0,0.867,"One, two, one, two, three Aw, yeah yeah Aw, yeah yeah yeah yeah Ooh Aw, yeah yeah Aw, yeah yeah yeah yeah Ooh  Never had much faith in love or miracles Ooh Never wanna put my heart on the line Ooh But swimming in your water's something spiritual Ooh I'm born again every time you spend the night Ooh  'Cause your sex takes me to paradise Yeah, your sex takes me to paradise And it shows Yeah, yeah, yeah  'Cause you make me feel like I've been locked out of heaven For too long, for too long Yeah, you make me feel like I've been locked out of heaven For too long, for too long Aw, yeah yeah yeah yeah ooh Aw, yeah yeah Aw, yeah yeah yeah yeah ooh  You bring me to my knees, you make me testify ooh You can make a sinner change his ways Ooh Open up your gates 'cause I can't wait to see the light ooh And right there is where I wanna stay Ooh  'Cause your sex takes me to paradise Yeah, your sex takes me to paradise And it shows Yeah, yeah, yeah  'Cause you make me feel like I've been locked out of heaven For too long, for too long Yeah, you make me feel like I've been locked out of heaven For too long, for too long  Oh oh oh oh, yeah yeah yeah Can I just stay here? Spend the rest of my days here? Oh oh oh oh, yeah yeah yeah Can I just stay here? Spend the rest of my days here? 'Cause you make me feel like I've been locked out of heaven For too long, for too long Yeah, you make me feel like I've been locked out of heaven For too long, for too long  Aw, yeah yeah yeah yeah Ooh Aw, yeah yeah Aw, yeah yeah yeah yeah Ooh"
12,Ho Hey,The Lumineers,2013,78.0,4395193.0,2.0,71.0,0.794,0.685,163133.0,0.466,2.06e-06,0.0915,-9.074,0.0304,79.936,4.0,0.353,"Ho! Hey! Ho! Hey! Ho!  I been trying to do it right Hey! I been living a lonely life Ho! I been sleepin' here instead Hey! I been sleepin' in my bed Ho! Sleepin' in my bed Hey! Ho! Ho!  So show me family Hey! All the blood that I will bleed Ho! I don't know where I belong Hey! I don't know where I went wrong Ho! But I can write a song Hey!  One, two, three I belong with you, you belong with me You're my sweetheart I belong with you, you belong with me You're my sweet.. Ho! Hey! C'mon girl Ho! Hey, hey! Ho!  I don't think you're right for him Hey! Think of what it might have been if we Ho! Took a bus to Chinatown Hey! I'd be standin' on Canal Ho! And Bowery Hey! Ho! And she'd be standin' next to me Hey!  I belong with you, you belong with me You're my sweetheart I belong with you, you belong with me You're my sweetheart  Love, we need it now Let's hope for some 'Cause oh, we're bleedin' out I belong with you, you belong with me You're my sweetheart I belong with you, you belong with me You're my sweet… Ho! Hey! Ho! Hey!"
13,Stay,Rihanna featuring Mikky Ekko,2013,89.0,44628051.0,3.0,65.0,0.945,0.621,240707.0,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,4.0,0.125,"All along it was a fever A cold sweat, hot-headed believer I threw my hands in the air, said, ""Show me something"" He said, “If you dare, come a little closer”  Round and around and around and around we go Oh now, tell me now, tell me now, tell me now you know  Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way I want you to stay It's not much of a life you're living It's not just something you take, it's given  Round and around and around and around we go Oh, now tell me now, tell me now, tell me now you know  Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way And I want you to stay Ooh, the reason I hold on Ooh, 'cause I need this hole gone Funny you're the broken one But I'm the only one who needed saving 'Cause when you never see the light It's hard to know which one of us is caving  Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way I want you to stay  Stay I want you to stay Ooh"
14,Get Lucky,Daft Punk featuring Pharrell Williams,2013,81.0,8146914.0,178.0,72.0,0.0378,0.81,369627.0,0.793,1.77e-06,0.072,-9.404,0.0403,116.05,4.0,0.863,"Like the legend of the phoenix, huh All ends with beginnings What keeps the planet spinning, uh-huh The force from the beginning Look  We've come too far To give up who we are So let's raise the bar And our cups to the stars  She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky The present has no ribbon Your gift keeps on giving What is this I'm feeling? If you wanna leave, I'm with it, uh-huh  We've come too far To give up who we are So let's raise the bar And our cups to the stars  She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky  She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get We're up all night to get We're up all night to get We're up all night to get We're up all night to get We're up all night to get We're up all night to get We're up all night to get We're up all night to get back together We're up all night to get Let's get funked again We're up all night to get Funky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky  We've come too far To give up who we are So let's raise the bar And our cups to the stars  She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky  We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky"
15,Royals,Lorde,2013,84.0,8271401.0,177.0,75.0,0.121,0.674,190185.0,0.428,0.0,0.132,-9.504,0.122,84.878,4.0,0.337,"I've never seen a diamond in the flesh I cut my teeth on wedding rings in the movies And I'm not proud of my address In a torn-up town, no postcode envy  But every song's like Gold teeth, Grey Goose, trippin' in the bathroom Bloodstains, ball gowns, trashin' the hotel room We don't care, we're driving Cadillacs in our dreams But everybody's like Cristal, Maybach, diamonds on your timepiece Jet planes, islands, tigers on a gold leash We don't care, we aren't caught up in your love affair  And we'll never be royals Royals It don't run in our blood That kind of luxe just ain't for us We crave a different kind of buzz Let me be your ruler Ruler You can call me queen bee And baby, I'll rule I'll rule, I'll rule, I'll rule Let me live that fantasy My friends and I, we've cracked the code We count our dollars on the train to the party And everyone who knows us knows That we're fine with this, we didn't come from money  But every song's like Gold teeth, Grey Goose, trippin' in the bathroom Bloodstains, ball gowns, trashin' the hotel room We don't care, we're driving Cadillacs in our dreams But everybody's like Cristal, Maybach, diamonds on your timepiece Jet planes, islands, tiger's on a gold leash We don't care, we aren't caught up in your love affair And we'll never be royals Royals It don't run in our blood That kind of luxe just ain't for us We crave a different kind of buzz Let me be your ruler Ruler You can call me queen bee And baby, I'll rule I'll rule, I'll rule, I'll rule Let me live that fantasy Oh, oh-oh We're bigger than we ever dreamed And I'm in love with being queen Oh, oh-oh Life is great without a care We aren't caught up in your love affair  And we'll never be royals Royals It don't run in our blood That kind of luxe just ain't for us We crave a different kind of buzz Let me be your ruler Ruler You can call me queen bee And baby, I'll rule I'll rule, I'll rule, I'll rule Let me live that fantasy"
16,I Knew You Were Trouble,Taylor Swift,2013,93.0,42995051.0,178.0,76.0,0.00454,0.622,219720.0,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,4.0,0.679,"Once upon a time, a few mistakes ago I was in your sights, you got me alone You found me, you found me, you found me I guess you didn't care, and I guess I liked that And when I fell hard, you took a step back Without me, without me, without me  And he's long gone when he's next to me And I realize the blame is on me  'Cause I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been Now I'm lying on the cold hard ground  Oh, oh-oh Trouble, trouble, trouble Oh, oh-oh Trouble, trouble, trouble No apologies, he'll never see you cry Pretends he doesn't know that he's the reason why You're drowning, you're drowning, you're drowning And I heard you moved on from whispers on the street A new notch in your belt is all I'll ever be And now I see, now I see, now I see  He was long gone when he met me And I realize the joke is on me, hey  I knew you were trouble when you walked in Oh So shame on me now Flew me to places I'd never been 'Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been Yeah Now I'm lying on the cold hard ground  Oh, oh-oh Yeah Trouble, trouble, trouble Oh, oh-oh Trouble, trouble, trouble And the saddest fear Comes creeping in That you never loved me Or her, or anyone, or anything Yeah  I knew you were trouble when you walked in So shame on me now Flew me to places I'd never been Never been 'Til you put me down, oh I knew you were trouble when you walked in Knew it right there So shame on me now Knew it right there Flew me to places I'd never been Ooh Now I'm lying on the cold hard ground  Oh, oh-oh Trouble, trouble, trouble Oh Oh, oh-oh Trouble, trouble, trouble I knew you were trouble when you walked in Trouble, trouble, trouble I knew you were trouble when you walked in Trouble, trouble, trouble"
17,We Can't Stop,Miley Cyrus,2013,84.0,16005427.0,178.0,77.0,0.00882,0.613,231240.0,0.622,0.0,0.37,-5.794,0.0334,80.003,4.0,0.484,"It's our party, we can do what we want It's our party, we can say what we want It's our party, we can love who we want We can kiss who we want We can screw who we want It's our party, we can do what we want It's our party, we can say what we want It's our party, we can love who we want We can kiss who we want We can screw who we want  Red cups and sweaty bodies everywhere Hands in the air like we don't care 'Cause we came to have so much fun now Bet somebody here might get some now If you're not ready to go home Can I get a ""Hell no""? Hell no 'Cause we gonna go all night Till we see the sunlight, alright Hey, hey, hey  So la-da-di-da-di, we like to party Dancing with Molly Doing whatever we want This is our house This is our rules And we can't stop Whoa And we won't stop Whoa Can't you see it's we who own the night? Can't you see it's we who 'bout that life? And we can't stop Whoa And we won't stop Whoa We run things, things don't run we Don't take nothing from nobody, yeah, yeah  It's our party, we can do what we want It's our party, we can say what we want It's our party, we can love who we want We can kiss who we want We can screw who we want  To my homegirls here with the big butt Shaking it like we at a strip club Remember only God can judge ya Forget the haters, 'cause somebody loves ya And everyone in line in the bathroom Tryna get a line in the bathroom We all so turned up here Getting turned up, yeah, yeah, yeah, yeah So la-da-di-da-di, we like to party Dancing with Molly Doing whatever we want This is our house This is our rules  And we can't stop Whoa And we won't stop Whoa Can't you see it's we who own the night? Can't you see it's we who 'bout that life? And we can't stop Whoa And we won't stop Whoa We run things, things don't run we Don't take nothing from nobody, yeah, yeah  It's our party, we can do what we want It's our party, we can say what we want It's our party, we can love who we want We can kiss who we want We can screw who we want  It's our party, we can do what we want to! It's our house, we can love who we want to! It's our song, we can sing if we want to! It's my mouth, I can say what I want to Yeah! Yeah! Yeah! Ehh! And we can't stop Yeah And we won't stop Oh Can't you see it's we who own the night? Can't you see it's we who 'bout that life? And we can't stop Whoa And we won't stop Whoa We run things, things don't run we Don't take nothing from nobody, yeah, yeah Yeah, yeah  We can do what we want to We can do what we want to"
18,Wrecking Ball,Miley Cyrus,2013,84.0,16005427.0,178.0,75.0,0.407,0.53,221360.0,0.422,0.0,0.107,-6.262,0.0342,119.964,4.0,0.349,"We clawed, we chained, our hearts in vain We jumped, never asking why We kissed, I fell under your spell A love no one could deny  Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you  I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me Yeah, you, you wreck me  I put you high up in the sky And now, you're not coming down It slowly turned, you let me burn And now, we're ashes on the ground Don't you ever say I just walked away I will always want you I can't live a lie, running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me  I never meant to start a war I just wanted you to let me in And instead of using force I guess I should've let you win I never meant to start a war I just wanted you to let me in I guess I should've let you win  Don't you ever say I just walked away I will always want you  I came in like a wrecking ball I never hit so hard in love All I wanted was to break your walls All you ever did was wreck me I came in like a wrecking ball Yeah, I just closed my eyes and swung Left me crashing in a blazing fall All you ever did was wreck me Yeah, you, you wreck me Yeah, you, you wreck me"
19,Wake Me Up,Avicii,2013,83.0,20475403.0,177.0,83.0,0.0038,0.532,247427.0,0.783,0.0012,0.161,-5.697,0.0523,124.08,4.0,0.643,"Feeling my way through the darkness Guided by a beating heart I can't tell where the journey will end But I know where to start They tell me I'm too young to understand They say I'm caught up in a dream Well life will pass me by if I don't open up my eyes Well that's fine by me  So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself And I didn't know﻿ I was lost So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself And I didn't know ﻿I was lost   I tried carrying the weight of the world But I only have two hands I hope I get the chance to travel the world But I don't have any plans Wish that I could stay forever this young Not afraid to close my eyes Life's a game﻿ made for everyone And love is the prize So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself And I didn't know﻿ I was lost So wake me up when it's all over When I'm wiser and I'm older All this time I was finding myself And I didn't know I was lost  I didn't know I was lost I didn't know I was lost I didn't know I was lost I didn't know, I didn't know, I didn't know"
20,Suit & Tie,Justin Timberlake featuring Jay-Z,2013,81.0,11146570.0,178.0,65.0,0.103,0.795,326280.0,0.596,0.0,0.164,-3.799,0.219,101.985,4.0,0.357,"Ooh-oh I be on my suit and tie, shit tied, shit tied I be on my suit and tie, shit tied, shit Can I show you a few things? A few things, a few things, little baby 'Cause I be on my suit and tie, shit tied, shit I be on my suit and tie, shit tied, shit Let me show you a few things Let me show you a few things Wait a minute You ready, JT?  I can't wait 'til I get you on the floor, good-lookin' Going hot, so hot, just like an oven And ow! Burned myself, but just had to touch it And it's so fine, and it's all mine Hey, baby, we don't mind all the watchin' High 'Cause if they study close, real close They might learn somethin' She ain't nothin' but a little doozy when she does it She's so fire tonight  And as long as I've got my suit and tie I'ma leave it all on the floor tonight And you got fixed up to the nines Let me show you a few things Show you a few things All pressed up in black and white And you're dressed in that dress I like Love is swinging in the air tonight Let me show you a few things Show you a few things Let me show you a few things Show you a few things about love Now we’re in the swing of love Let me show you a few things Show you a few things Show you a few things about love, hey Stop, let me get a good look at it So thick, now I know why they call it a fatty And ow! Shit so sick got a hit and picked up a habit That's alright, 'cause you're all mine You're all mine Go on and show 'em who you call daddy I guess they're just mad 'Cause, girl, they wish they had it My killer, my Thriller, yeah, you're a classic And you're all mine, tonight  And as long as I've got my suit and tie I'ma leave it all on the floor tonight And you got fixed up to the nines Let me show you a few things All pressed up in black and white And you're dressed in that dress I like Love is swinging in the air tonight Let me show you a few things Let me show you a few things Show you a few things about love Now we’re in the swing of love Let me show you a few things Show you a few things about love, hey Get out your seat, Hov!  Uh! All black at the white shows White shoes at the black shows Green card for the Cuban linx Y'all sit back and enjoy the light show Nothing exceeds like excess Stoute got gout from having the best of the best Is this what it's all about? I'm at the rest- -aurant with my rant disturbing the guests Years of distress, tears on the dress Try to hide her face with some makeup sex Uh! This is truffle season Tom Ford tuxedos for no reason All Saints for my angel, Alexander Wang too Ass-tight denim and some Dunks I'll show you how to do this young, uh! No papers, catch vapors Get high, out Vegas D'USSÉ's on doubles, ain't looking for trouble You just got good genes so a nigga tryna cuff you Tell your mother that I love her 'cause I love you Tell your father we go farther as a couple They ain't lose a daughter, got a son I show you how to do this, huh! Uh And as long as I've got my suit and tie I'ma leave it all on the floor tonight And you got fixed up to the nines Let me show you a few things Show you a few things All pressed up in black and white And you're dressed in that dress I like Love is swinging in the air tonight Let me show you a few things Show you a few things Let me show you a few things A few things Show you a few things about love, love, love Let me show you a few things A few things Show you a few things about love, hey Oh!"
21,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,2013,66.0,295350.0,2.0,58.0,0.0462,0.878,128013.0,0.455,0.00484,0.0353,-8.845,0.077,129.953,4.0,0.79,"I've got my ticket for the long way 'round Two bottle'a whiskey for the way And I sure would like some sweet company And I'm leaving tomorrow, what do you say?  When I'm gone, when I'm gone You’re gonna miss me when I'm gone You're gonna miss me by my hair You're gonna miss me everywhere, oh You're gonna miss me when I’m gone When I'm gone, when I'm gone You're gonna miss me when I'm gone You're gonna miss me by my walk You're gonna miss me by my talk, oh You're gonna miss me when I'm gone  I've got my ticket for the long way 'round The one with the prettiest of views It's got mountains, it's got rivers, it's got sights to give you shivers But it sure would be prettier with you  When I'm gone, when I'm gone You're gonna miss me when I'm gone You're gonna miss me by my walk You're gonna miss me by my talk, oh You're gonna miss me when I'm gone When I'm gone, when I'm gone You’re gonna miss me when I'm gone You're gonna miss me by my hair You're gonna miss me everywhere, oh You're sure gonna miss me when I’m gone When I'm gone, when I'm gone You’re gonna miss me when I'm gone You're gonna miss me by my walk You're gonna miss me by my talk, oh You're gonna miss me when I'm gone"
22,Holy Grail,Jay-Z featuring Justin Timberlake,2013,86.0,6511107.0,3.0,63.0,0.0594,0.676,338413.0,0.534,8.59e-06,0.256,-6.901,0.0831,145.082,4.0,0.156,"You'd take the clothes off my back and I'd let you You'd steal the food right out my mouth and I'd watch you eat it I still don’t know why Why I love it so much Thanks for warning me Oh Thanks for warning me You curse my name in spite to put me to shame Hang my laundry in the streets, dirty or clean, give it up for fame But I still don't know why Why I love it so much Thanks for warning me Yeah Thanks for warning me  And, baby, it's amazin' I'm in this maze with you I just can't crack your code One day, you're screamin' you love me loud The next day, you're so cold One day, you're here, one day, you're there One day, you care, you're so unfair Sippin' from your cup 'til it runneth over Holy Grail Uh, uh, uh Blue told me remind you niggas, uh Fuck that shit y'all talkin' 'bout, I'm the nigga, uh Caught up in all these lights and cameras, uh But look what that shit did to Hammer, uh Goddamn it, I like it Bright lights is enticin' But look what it did to Tyson All that money in one night Thirty mil' for one fight But soon as all that money blows All the pigeons take flight Fuck the fame, keep cheatin' on me What I do? I took her back Fool me twice, that's my bad I can't even blame her for that Enough to make me wanna murder Momma, please just get my bail I know nobody to blame Kurt Cobain, I did it to myself, uh And we all just entertainers And we're stupid and contagious No, we all just entertainers  And, baby, it's amazin' I'm in this maze with you I just can't crack your code One day, you're screamin' you love me loud The next day, you're so cold One day, you're here, one day, you're there One day, you care, you're so unfair Sippin' from your cup 'til it runneth over Holy Grail Now I got tattoos on my body Psycho bitches in my lobby I got haters in the paper Photo shoots with paparazzi Can't even take my daughter for a walk See 'em by the corner store I feel like I'm cornered off Enough is enough, I'm callin' this off Who the fuck I'm kiddin' though? I'm gettin' high, sittin' low Slidin' by in that big body Curtains all in my window This fame hurt, but this chain worse I think back you asked the same person If this is all you had to deal with Nigga, deal with, this shit ain't work This light work, camera snappin', my eyes hurt Niggas dying back where I was birthed Fuck your iris and the IRS Get the hell up off your high horse You got the shit that niggas die for, dry yours Why you mad? Take the good with the bad Or throw the baby out with that bath water You still alive, still that nigga Nigga, you survived, you still gettin' bigger Nigga, living the life, vanilla wafers in a villa Illest nigga alive; Michael Jackson's Thriller  And, baby, it's amazin' I'm in this maze with you I just can't crack your code One day, you're screamin' you love me loud The next day, you're so cold One day, you're here, one day, you're there One day, you care, you're so unfair Sippin' from your cup 'til it runneth over Holy Grail  You get the air out my lungs whenever you need it And you take the blade right out my heart Just so you can watch me bleed And I still don't know why Why I love you so much Thanks for warning me Yeah Thanks for warning me And you play this game in spite to drive me insane I got it tattooed on my sleeve Forever in ink with guess whose name? But I still don't know why Why our love is so much Thanks for warning me Yeah Thanks for warning me And, baby, it's amazin' I'm in this maze with you I just can't crack your code One day, you're screamin' you love me loud The next day, you're so cold One day, you're here, one day, you're there One day, you care, you're so unfair Sippin' from your cup 'til it runneth over Holy Grail  Ooh-ooh-ooh-ooh-ooh-ooh Don't know why"
23,Scream & Shout,will.i.am featuring Britney Spears,2013,75.0,3511816.0,176.0,77.0,0.019,0.772,283400.0,0.685,8.96e-05,0.131,-6.849,0.0696,130.033,4.0,0.501,"Bring the action  When you hear this in the club, you're gonna turn this shit up You're gonna turn this shit up, you're gonna turn this shit up When we up in the club, all eyes on us All eyes on us, all eyes on us See the boys in the club, they watchin' us They watchin' us, they watchin' us Everybody in the club, all eyes on us All eyes on us, all eyes on us  I wanna scream, and shout, and let it all out And scream, and shout, and let it out We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" I wanna scream, and shout, and let it all out And scream, and shout, and let it out We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" You are now-now rockin' with will.i.am and Britney, bitch  Aw yeah Aw yeah Aw yeah Bring the action Rock and roll, everybody, let's lose control On the bottom, we let it go, goin' fast we ain't goin' slow No no, ay, yo, hear the beat, now let's hit the floor Drink it up and then drink some more Light it up and let's let it blow Blow blow, ay, yo, rock it out, rockin' now If you know what we talkin' 'bout Turn it up and burn down the house Hou-house, ay, yo, turn it up and gon' turn it down Here we go, we gon' shake the ground Cause everywhere that we go, we Bring the action  When you hear this in the club, you're gonna turn this shit up You're gonna turn this shit up, you're gonna turn this shit up When we up in the club, all eyes on us All eyes on us, all eyes on us You see them girls in the club? They lookin' at us They lookin' at us, they lookin' at us Everybody in the club, all eyes on us All eyes on us, all eyes on us  I wanna scream, and shout, and let it all out And scream, and shout, and let it out We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" I wanna scream, and shout, and let it all out And scream, and shout, and let it out We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" You are now-now rockin' with will.i.am and Britney, bitch Aw yeah Aw yeah Aw yeah  It goes on and on and on and on When me and you party together I wish this night would last forever Cause I was feelin' down, now I'm feelin' better And maybe it goes on and on and on and on When me and you party together I wish this night would last forever Forever-forever-forever-forever-forever  I wanna scream, and shout, and let it all out And scream, and shout, and let it out We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" I wanna scream, and shout, and let it all out And scream, and shout, and let it out We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" I wanna scream, and shout, and let it all out And scream, and shout, and let it out We sayin', ""Ohh, wee-ohh, wee-oh-wee-oh"" You are now-now rockin' with will.i.am and Britney, bitch"
